seq	term
12352	isogroup1643	Extracellular structures
12353	isogroup9512	Cell wall/membrane/envelope biogenesis
12354	isogroup9498	Transcription
12355	isogroup16129	Amino acid transport and metabolism
12356	isogroup16129	Inorganic ion transport and metabolism
12357	isogroup16129	Signal transduction mechanisms
12358	isogroup25213	Translation, ribosomal structure and biogenesis
12359	isogroup23236	Replication, recombination and repair
12360	isogroup11419	Posttranslational modification, protein turnover, chaperones
12361	isogroup17009	Posttranslational modification, protein turnover, chaperones
12362	isogroup6930	Carbohydrate transport and metabolism
12363	isogroup24921	Replication, recombination and repair
12364	isogroup2935	Signal transduction mechanisms
12365	isogroup21032	Carbohydrate transport and metabolism
12366	isogroup11887	Lipid transport and metabolism
12367	isogroup24229	Nucleotide transport and metabolism
12368	isogroup9322	Carbohydrate transport and metabolism
12369	isogroup7719	
12370	isogroup18877	Carbohydrate transport and metabolism
12371	isogroup1147	Inorganic ion transport and metabolism
12372	isogroup1147	Signal transduction mechanisms
12373	isogroup23298	Posttranslational modification, protein turnover, chaperones
12374	isogroup12897	Posttranslational modification, protein turnover, chaperones
12375	isogroup20514	Cytoskeleton
12376	isogroup22507	Lipid transport and metabolism
12377	isogroup19325	Transcription
12378	isogroup15293	RNA processing and modification
12379	isogroup15467	Inorganic ion transport and metabolism
12380	isogroup27570	Transcription
12381	isogroup21031	RNA processing and modification
12382	isogroup22992	Defense mechanisms
12383	isogroup28993	Posttranslational modification, protein turnover, chaperones
12384	isogroup27618	Amino acid transport and metabolism
12385	isogroup820	Translation, ribosomal structure and biogenesis
12386	isogroup14939	RNA processing and modification
12387	isogroup6666	
12388	isogroup14647	Inorganic ion transport and metabolism
12389	isogroup14647	Signal transduction mechanisms
12390	isogroup5579	Posttranslational modification, protein turnover, chaperones
12391	isogroup7307	Signal transduction mechanisms
12392	isogroup28493	Transcription
12393	isogroup24910	Replication, recombination and repair
12394	isogroup23300	Cell cycle control, cell division, chromosome partitioning
12395	isogroup23300	Transcription
12396	isogroup1453	Transcription
12397	isogroup866	
12398	isogroup5454	Signal transduction mechanisms
12399	isogroup23992	Energy production and conversion
12400	isogroup29086	Signal transduction mechanisms
12401	isogroup23148	Signal transduction mechanisms
12402	isogroup15282	Posttranslational modification, protein turnover, chaperones
12403	isogroup15282	Intracellular trafficking, secretion, and vesicular transport
12404	isogroup20114	Nucleotide transport and metabolism
12405	isogroup8435	Posttranslational modification, protein turnover, chaperones
12406	isogroup16188	Cytoskeleton
12407	isogroup6075	Replication, recombination and repair
12408	isogroup5593	Transcription
12409	isogroup23208	Energy production and conversion
12410	isogroup4934	Transcription
12411	isogroup10200	Lipid transport and metabolism
12412	isogroup10924	
12413	isogroup5096	Signal transduction mechanisms
12414	isogroup2347	Transcription
12415	isogroup2347	Replication, recombination and repair
12416	isogroup2347	Signal transduction mechanisms
12417	isogroup8951	Signal transduction mechanisms
12418	isogroup19144	Transcription
12419	isogroup13579	Signal transduction mechanisms
12420	isogroup8252	Cytoskeleton
12421	isogroup29071	Cytoskeleton
12422	isogroup5747	Posttranslational modification, protein turnover, chaperones
12423	isogroup3968	Signal transduction mechanisms
12424	isogroup8641	Carbohydrate transport and metabolism
12425	isogroup15917	Translation, ribosomal structure and biogenesis
12426	isogroup1891	Carbohydrate transport and metabolism
12427	isogroup15955	Intracellular trafficking, secretion, and vesicular transport
12428	isogroup13017	Lipid transport and metabolism
12429	isogroup7002	Signal transduction mechanisms
12430	isogroup7002	Cytoskeleton
12431	isogroup21172	Replication, recombination and repair
12432	isogroup8501	Inorganic ion transport and metabolism
12433	isogroup26806	Translation, ribosomal structure and biogenesis
12434	isogroup6420	Intracellular trafficking, secretion, and vesicular transport
12435	isogroup407	Amino acid transport and metabolism
12436	isogroup21415	Transcription
12437	isogroup6252	Carbohydrate transport and metabolism
12438	isogroup25331	Secondary metabolites biosynthesis, transport and catabolism
12439	isogroup5490	Coenzyme transport and metabolism
12440	isogroup10180	RNA processing and modification
12441	isogroup22889	Chromatin structure and dynamics
12442	isogroup15606	
12443	isogroup24694	Intracellular trafficking, secretion, and vesicular transport
12444	isogroup14383	RNA processing and modification
12445	isogroup19777	RNA processing and modification
12446	isogroup9830	Inorganic ion transport and metabolism
12447	isogroup4948	Transcription
12448	isogroup2489	Cell cycle control, cell division, chromosome partitioning
12449	isogroup26390	Signal transduction mechanisms
12450	isogroup2509	Amino acid transport and metabolism
12451	isogroup21626	Intracellular trafficking, secretion, and vesicular transport
12452	isogroup6661	Replication, recombination and repair
12453	isogroup6061	RNA processing and modification
12454	isogroup22201	Carbohydrate transport and metabolism
12455	isogroup22201	Cell wall/membrane/envelope biogenesis
12456	isogroup9798	Intracellular trafficking, secretion, and vesicular transport
12457	isogroup17330	Signal transduction mechanisms
12458	isogroup12388	
12459	isogroup1300	Signal transduction mechanisms
12460	isogroup24037	Intracellular trafficking, secretion, and vesicular transport
12461	isogroup15066	Secondary metabolites biosynthesis, transport and catabolism
12462	isogroup5190	
12463	isogroup9871	Cytoskeleton
12464	isogroup7242	Signal transduction mechanisms
12465	isogroup814	Lipid transport and metabolism
12466	isogroup21865	Signal transduction mechanisms
12467	isogroup21196	Signal transduction mechanisms
12468	isogroup14275	Lipid transport and metabolism
12469	isogroup8585	RNA processing and modification
12470	isogroup8585	Cell cycle control, cell division, chromosome partitioning
12471	isogroup8585	Transcription
12472	isogroup26166	Amino acid transport and metabolism
12473	isogroup7710	Transcription
12474	isogroup26905	Posttranslational modification, protein turnover, chaperones
12475	isogroup26905	Intracellular trafficking, secretion, and vesicular transport
12476	isogroup11847	Carbohydrate transport and metabolism
12477	isogroup8922	Amino acid transport and metabolism
12478	isogroup4846	Cell wall/membrane/envelope biogenesis
12479	isogroup26407	
12480	isogroup17275	
12481	isogroup28274	Replication, recombination and repair
12482	isogroup25171	Lipid transport and metabolism
12483	isogroup21408	Posttranslational modification, protein turnover, chaperones
12484	isogroup16118	Replication, recombination and repair
12485	isogroup13461	Amino acid transport and metabolism
12486	isogroup7252	Posttranslational modification, protein turnover, chaperones
12487	isogroup2427	Cell cycle control, cell division, chromosome partitioning
12488	isogroup25584	Posttranslational modification, protein turnover, chaperones
12489	isogroup23761	Carbohydrate transport and metabolism
12490	isogroup28282	
12491	isogroup1334	Carbohydrate transport and metabolism
12492	isogroup1334	Cell wall/membrane/envelope biogenesis
12493	isogroup26054	Transcription
12494	isogroup25169	Cell cycle control, cell division, chromosome partitioning
12495	isogroup20238	Amino acid transport and metabolism
12496	isogroup14702	Posttranslational modification, protein turnover, chaperones
12497	isogroup21421	Intracellular trafficking, secretion, and vesicular transport
12498	isogroup5914	RNA processing and modification
12499	isogroup13042	Transcription
12500	isogroup29269	
12501	isogroup16983	Signal transduction mechanisms
12502	isogroup10890	Amino acid transport and metabolism
12503	isogroup27470	Posttranslational modification, protein turnover, chaperones
12504	isogroup16263	Posttranslational modification, protein turnover, chaperones
12505	isogroup13165	Signal transduction mechanisms
12506	isogroup28566	Translation, ribosomal structure and biogenesis
12507	isogroup15020	Signal transduction mechanisms
12508	isogroup1538	Intracellular trafficking, secretion, and vesicular transport
12509	isogroup8351	
12510	isogroup21598	Amino acid transport and metabolism
12511	isogroup21598	Coenzyme transport and metabolism
12512	isogroup5158	Intracellular trafficking, secretion, and vesicular transport
12513	isogroup14445	Posttranslational modification, protein turnover, chaperones
12514	isogroup20717	Signal transduction mechanisms
12515	isogroup8782	
12516	isogroup12538	
12517	isogroup1055	Signal transduction mechanisms
12518	isogroup2447	Inorganic ion transport and metabolism
12519	isogroup24268	Carbohydrate transport and metabolism
12520	isogroup24279	Transcription
12521	isogroup24847	RNA processing and modification
12522	isogroup25658	Lipid transport and metabolism
12523	isogroup28905	Transcription
12524	isogroup27189	Posttranslational modification, protein turnover, chaperones
12525	isogroup25591	Signal transduction mechanisms
12526	isogroup26828	Posttranslational modification, protein turnover, chaperones
12527	isogroup19120	
12528	isogroup8282	Posttranslational modification, protein turnover, chaperones
12529	isogroup26256	Signal transduction mechanisms
12530	isogroup26744	Transcription
12531	isogroup8459	Signal transduction mechanisms
12532	isogroup23919	
12533	isogroup6364	Cell wall/membrane/envelope biogenesis
12534	isogroup3722	Cytoskeleton
12535	isogroup29262	Signal transduction mechanisms
12536	isogroup25204	Signal transduction mechanisms
12537	isogroup18272	Transcription
12538	isogroup18069	
12539	isogroup473	Posttranslational modification, protein turnover, chaperones
12540	isogroup18482	Transcription
12541	isogroup8685	
12542	isogroup2572	Posttranslational modification, protein turnover, chaperones
12543	isogroup12549	Signal transduction mechanisms
12544	isogroup11365	Transcription
12545	isogroup4782	Amino acid transport and metabolism
12546	isogroup12370	Coenzyme transport and metabolism
12547	isogroup3723	Intracellular trafficking, secretion, and vesicular transport
12548	isogroup20436	Transcription
12549	isogroup11159	Carbohydrate transport and metabolism
12550	isogroup16398	
12551	isogroup25911	Intracellular trafficking, secretion, and vesicular transport
12552	isogroup28880	Amino acid transport and metabolism
12553	isogroup2516	Cell wall/membrane/envelope biogenesis
12554	isogroup8907	
12555	isogroup21201	Inorganic ion transport and metabolism
12556	isogroup28178	Posttranslational modification, protein turnover, chaperones
12557	isogroup28178	Intracellular trafficking, secretion, and vesicular transport
12558	isogroup4249	Posttranslational modification, protein turnover, chaperones
12559	isogroup19051	Amino acid transport and metabolism
12560	isogroup12757	Replication, recombination and repair
12561	isogroup14865	Signal transduction mechanisms
12562	isogroup17785	Lipid transport and metabolism
