seq	term
Oarb_155013_c11_g2	""
Oarb_155020_c11_g1	"Lipid transport and metabolism"
Oarb_155021_c8_g2	"Transcription"
Oarb_155030_c3_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_155031_c5_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155033_c12_g1	"RNA processing and modification"
Oarb_155038_c5_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155043_c16_g1	"Amino acid transport and metabolism"
Oarb_155046_c2_g1	"Replication, recombination and repair"
Oarb_155052_c4_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155054_c14_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155057_c4_g1	"Replication, recombination and repair"
Oarb_155060_c8_g4	"Inorganic ion transport and metabolism"
Oarb_155062_c7_g1	"Lipid transport and metabolism"
Oarb_155067_c10_g1	"Signal transduction mechanisms"
Oarb_155068_c5_g1	"Inorganic ion transport and metabolism"
Oarb_155071_c3_g4	"Inorganic ion transport and metabolism"
Oarb_155078_c0_g1	"Coenzyme transport and metabolism"
Oarb_155080_c11_g3	"Translation, ribosomal structure and biogenesis"
Oarb_155080_c11_g4	"Translation, ribosomal structure and biogenesis"
Oarb_155084_c2_g1	"Lipid transport and metabolism"
Oarb_155084_c2_g2	"Lipid transport and metabolism"
Oarb_155085_c3_g2	"Inorganic ion transport and metabolism"
Oarb_155090_c2_g1	"Replication, recombination and repair"
Oarb_155090_c4_g1	"Replication, recombination and repair"
Oarb_155094_c7_g1	"Inorganic ion transport and metabolism"
Oarb_155106_c5_g2	"Carbohydrate transport and metabolism"
Oarb_155108_c5_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_155109_c6_g1	"Replication, recombination and repair"
Oarb_155109_c6_g3	"Inorganic ion transport and metabolism"
Oarb_155112_c11_g1	"Cytoskeleton"
Oarb_155113_c6_g3	"Coenzyme transport and metabolism"
Oarb_155114_c11_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155114_c11_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_155115_c15_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155118_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155122_c5_g2	"Signal transduction mechanisms"
Oarb_155123_c10_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_155124_c2_g1	"Lipid transport and metabolism"
Oarb_155124_c3_g1	"Signal transduction mechanisms"
Oarb_155125_c4_g1	"Transcription"
Oarb_155126_c6_g1	"Lipid transport and metabolism"
Oarb_155128_c6_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155132_c9_g1	"Amino acid transport and metabolism"
Oarb_155139_c6_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155140_c5_g1	"Amino acid transport and metabolism"
Oarb_155145_c16_g1	"Signal transduction mechanisms"
Oarb_155151_c10_g1	"Inorganic ion transport and metabolism"
Oarb_155153_c9_g1	"Signal transduction mechanisms"
Oarb_155156_c13_g1	"Extracellular structures"
Oarb_155158_c4_g2	"Chromatin structure and dynamics"
Oarb_155158_c5_g2	"Signal transduction mechanisms"
Oarb_155161_c2_g5	"Signal transduction mechanisms"
Oarb_155162_c7_g2	"Replication, recombination and repair"
Oarb_155163_c14_g3	"RNA processing and modification"
Oarb_155165_c14_g2	"Lipid transport and metabolism"
Oarb_155166_c1_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155179_c9_g2	"RNA processing and modification"
Oarb_155182_c3_g1	"Lipid transport and metabolism"
Oarb_155185_c3_g1	"Extracellular structures"
Oarb_155186_c9_g2	"Signal transduction mechanisms"
Oarb_155188_c10_g1	"Signal transduction mechanisms"
Oarb_155190_c7_g2	"Amino acid transport and metabolism"
Oarb_155196_c8_g1	"Extracellular structures"
Oarb_155197_c6_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155198_c4_g1	"Lipid transport and metabolism"
Oarb_155198_c5_g1	"Replication, recombination and repair"
Oarb_155200_c13_g1	"Signal transduction mechanisms"
Oarb_155205_c7_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_155206_c3_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155209_c6_g1	"Carbohydrate transport and metabolism"
Oarb_155212_c2_g2	"Replication, recombination and repair"
Oarb_155213_c18_g3	"Signal transduction mechanisms"
Oarb_155214_c6_g3	"Signal transduction mechanisms"
Oarb_155219_c11_g1	"Signal transduction mechanisms"
Oarb_155223_c13_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155225_c12_g2	"Signal transduction mechanisms"
Oarb_155228_c9_g2	"Signal transduction mechanisms"
Oarb_155228_c9_g4	"Signal transduction mechanisms"
Oarb_155233_c14_g1	"Carbohydrate transport and metabolism"
Oarb_155237_c14_g2	"Translation, ribosomal structure and biogenesis"
Oarb_155238_c16_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155242_c7_g1	"Energy production and conversion"
Oarb_155243_c5_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155246_c9_g2	"Cytoskeleton"
Oarb_155250_c5_g1	"Cytoskeleton"
Oarb_155251_c3_g3	"Signal transduction mechanisms"
Oarb_155256_c12_g2	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_155257_c13_g4	"Transcription"
Oarb_155263_c6_g1	"Extracellular structures"
Oarb_155270_c11_g2	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155270_c11_g3	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155275_c5_g1	"Signal transduction mechanisms"
Oarb_155279_c9_g1	"Replication, recombination and repair"
Oarb_155283_c17_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155285_c3_g1	"Lipid transport and metabolism"
Oarb_155287_c11_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155292_c13_g2	"Lipid transport and metabolism"
Oarb_155293_c2_g3	"Amino acid transport and metabolism"
Oarb_155299_c5_g1	"Defense mechanisms"
Oarb_155302_c6_g1	"Lipid transport and metabolism"
Oarb_155304_c12_g1	"Inorganic ion transport and metabolism"
Oarb_155304_c12_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155309_c10_g1	"Energy production and conversion"
Oarb_155311_c11_g1	"Signal transduction mechanisms"
Oarb_155315_c17_g2	"Translation, ribosomal structure and biogenesis"
Oarb_155316_c7_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155317_c8_g4	"Signal transduction mechanisms"
Oarb_155327_c8_g2	"Signal transduction mechanisms"
Oarb_155330_c14_g2	"Signal transduction mechanisms"
Oarb_155332_c11_g2	"Translation, ribosomal structure and biogenesis"
Oarb_155332_c11_g3	"Translation, ribosomal structure and biogenesis"
Oarb_155340_c6_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155342_c8_g3	"Carbohydrate transport and metabolism"
Oarb_155343_c7_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_155346_c16_g2	"Signal transduction mechanisms"
Oarb_155355_c11_g2	"Cytoskeleton"
Oarb_155372_c13_g2	"Lipid transport and metabolism"
Oarb_155375_c8_g1	"Defense mechanisms"
Oarb_155376_c3_g2	"Transcription"
Oarb_155376_c3_g3	"Transcription"
Oarb_155385_c13_g1	"Cytoskeleton"
Oarb_155387_c7_g1	"Energy production and conversion"
Oarb_155388_c6_g2	""
Oarb_155390_c8_g4	"Amino acid transport and metabolism"
Oarb_155390_c9_g1	""
Oarb_155397_c2_g1	"Energy production and conversion"
Oarb_155399_c5_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_155401_c18_g2	"Transcription"
Oarb_155402_c2_g2	"Amino acid transport and metabolism"
Oarb_155403_c1_g1	"Signal transduction mechanisms"
Oarb_155406_c3_g1	"Replication, recombination and repair"
Oarb_155407_c5_g1	"Signal transduction mechanisms"
Oarb_155413_c10_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155414_c8_g1	"Translation, ribosomal structure and biogenesis"
Oarb_155415_c2_g1	"Chromatin structure and dynamics"
Oarb_155417_c12_g1	"Cytoskeleton"
Oarb_155419_c6_g2	"Transcription"
Oarb_155421_c11_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155425_c27_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155427_c8_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155427_c8_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155430_c11_g2	"Transcription"
Oarb_155433_c6_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155434_c6_g1	"RNA processing and modification"
Oarb_155434_c6_g2	"RNA processing and modification"
Oarb_155438_c8_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155441_c0_g3	""
Oarb_155442_c12_g4	"Signal transduction mechanisms"
Oarb_155452_c2_g1	"Inorganic ion transport and metabolism"
Oarb_155454_c1_g1	"Cytoskeleton"
Oarb_155458_c8_g1	"Replication, recombination and repair"
Oarb_155468_c12_g1	"Replication, recombination and repair"
Oarb_155475_c14_g1	"Lipid transport and metabolism"
Oarb_155475_c14_g2	"Lipid transport and metabolism"
Oarb_155483_c10_g1	"Amino acid transport and metabolism"
Oarb_155484_c8_g1	"Translation, ribosomal structure and biogenesis"
Oarb_155484_c9_g1	"Signal transduction mechanisms"
Oarb_155485_c5_g2	"Signal transduction mechanisms"
Oarb_155486_c5_g1	"Signal transduction mechanisms"
Oarb_155498_c11_g1	"Replication, recombination and repair"
Oarb_155503_c2_g1	"Signal transduction mechanisms"
Oarb_155503_c4_g1	"Signal transduction mechanisms"
Oarb_155505_c8_g1	"Transcription"
Oarb_155508_c6_g1	"Nucleotide transport and metabolism"
Oarb_155509_c20_g1	"Signal transduction mechanisms"
Oarb_155509_c20_g3	"Signal transduction mechanisms"
Oarb_155514_c6_g3	"Transcription"
Oarb_155515_c10_g1	"Inorganic ion transport and metabolism"
Oarb_155516_c13_g2	"RNA processing and modification"
Oarb_155519_c8_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155533_c8_g3	"Cytoskeleton"
Oarb_155533_c9_g2	"Cytoskeleton"
Oarb_155537_c10_g2	"Signal transduction mechanisms"
Oarb_155539_c17_g1	"Inorganic ion transport and metabolism"
Oarb_155541_c7_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155541_c8_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155544_c9_g1	"Signal transduction mechanisms"
Oarb_155551_c7_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155551_c7_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_155554_c6_g3	"Signal transduction mechanisms"
Oarb_155554_c7_g1	"Signal transduction mechanisms"
Oarb_155562_c14_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155562_c14_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155564_c3_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155564_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155565_c12_g3	"Extracellular structures"
Oarb_155566_c11_g1	"Signal transduction mechanisms"
Oarb_155574_c6_g1	"Signal transduction mechanisms"
Oarb_155577_c16_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155580_c13_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_155583_c16_g1	"Signal transduction mechanisms"
Oarb_155586_c12_g1	"Cell motility"
Oarb_155590_c9_g2	"Signal transduction mechanisms"
Oarb_155592_c13_g2	"Transcription"
Oarb_155594_c9_g2	"Signal transduction mechanisms"
Oarb_155609_c13_g1	"Extracellular structures"
Oarb_155609_c13_g2	"Cell cycle control, cell division, chromosome partitioning"
Oarb_155615_c5_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155618_c16_g1	"Cytoskeleton"
Oarb_155622_c7_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155625_c4_g1	"Transcription"
Oarb_155627_c14_g2	"Replication, recombination and repair"
Oarb_155633_c3_g3	"Signal transduction mechanisms"
Oarb_155635_c14_g1	"Replication, recombination and repair"
Oarb_155638_c10_g2	"Signal transduction mechanisms"
Oarb_155638_c11_g1	"Signal transduction mechanisms"
Oarb_155639_c19_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155639_c19_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155645_c18_g1	"Signal transduction mechanisms"
Oarb_155657_c7_g6	"Signal transduction mechanisms"
Oarb_155658_c7_g1	"Replication, recombination and repair"
Oarb_155661_c8_g2	"Inorganic ion transport and metabolism"
Oarb_155661_c8_g3	"Inorganic ion transport and metabolism"
Oarb_155664_c6_g1	"Lipid transport and metabolism"
Oarb_155664_c6_g3	"Lipid transport and metabolism"
Oarb_155664_c9_g3	"Lipid transport and metabolism"
Oarb_155665_c5_g3	"Signal transduction mechanisms"
Oarb_155672_c4_g2	"Transcription"
Oarb_155672_c4_g4	"Cell wall/membrane/envelope biogenesis"
Oarb_155674_c17_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155674_c18_g1	"Signal transduction mechanisms"
Oarb_155674_c18_g4	"Transcription"
Oarb_155675_c12_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_155676_c9_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_155676_c9_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_155677_c6_g1	"Signal transduction mechanisms"
Oarb_155679_c9_g1	"Signal transduction mechanisms"
Oarb_155686_c11_g1	"Amino acid transport and metabolism"
Oarb_155687_c14_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155690_c10_g3	"Signal transduction mechanisms"
Oarb_155691_c14_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155691_c15_g2	"Transcription"
Oarb_155692_c6_g2	"Cytoskeleton"
Oarb_155693_c12_g1	"Signal transduction mechanisms"
Oarb_155693_c13_g1	"Signal transduction mechanisms"
Oarb_155695_c6_g2	"Replication, recombination and repair"
Oarb_155697_c14_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_155701_c9_g5	"Signal transduction mechanisms"
Oarb_155705_c10_g1	"Signal transduction mechanisms"
Oarb_155709_c18_g2	"Cytoskeleton"
Oarb_155710_c21_g1	"Cytoskeleton"
Oarb_155711_c31_g3	"Signal transduction mechanisms"
Oarb_155713_c19_g1	"Inorganic ion transport and metabolism"
Oarb_155718_c12_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155718_c12_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_155719_c15_g1	"Signal transduction mechanisms"
Oarb_155720_c11_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155720_c12_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155722_c12_g2	"Signal transduction mechanisms"
Oarb_155724_c10_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155724_c11_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155726_c14_g2	"Transcription"
Oarb_155730_c7_g2	"Cell wall/membrane/envelope biogenesis"
Oarb_155730_c8_g2	"Cell wall/membrane/envelope biogenesis"
Oarb_155730_c8_g4	"Cell wall/membrane/envelope biogenesis"
Oarb_155732_c10_g1	"Amino acid transport and metabolism"
Oarb_155733_c22_g1	"Signal transduction mechanisms"
Oarb_155738_c13_g2	"Transcription"
Oarb_155745_c9_g1	"Carbohydrate transport and metabolism"
Oarb_155747_c13_g1	"Signal transduction mechanisms"
Oarb_155747_c14_g1	"Cytoskeleton"
Oarb_155749_c28_g1	"Cytoskeleton"
Oarb_155751_c28_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_155752_c14_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155753_c10_g3	"Signal transduction mechanisms"
Oarb_155753_c6_g7	"Signal transduction mechanisms"
Oarb_155753_c9_g1	"Signal transduction mechanisms"
Oarb_155759_c21_g1	"Chromatin structure and dynamics"
Oarb_155760_c17_g1	"Cytoskeleton"
Oarb_155761_c20_g1	"Cytoskeleton"
Oarb_155763_c30_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155763_c31_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_155763_c31_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_156243_c0_g1	"Transcription"
Oarb_157143_c0_g1	"Translation, ribosomal structure and biogenesis"
Oarb_157283_c0_g1	"Transcription"
Oarb_15771_c0_g1	"Transcription"
Oarb_159476_c0_g1	"Transcription"
Oarb_172342_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_172389_c0_g1	"Transcription"
Oarb_177670_c0_g1	"Signal transduction mechanisms"
Oarb_177882_c0_g1	"Replication, recombination and repair"
Oarb_180583_c0_g1	"Inorganic ion transport and metabolism"
Oarb_18185_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_193870_c0_g1	"Transcription"
Oarb_198985_c0_g1	"Transcription"
Oarb_20704_c0_g1	""
Oarb_207879_c0_g1	"Cytoskeleton"
Oarb_210317_c0_g1	"Energy production and conversion"
Oarb_21677_c0_g1	"RNA processing and modification"
Oarb_221778_c0_g1	"Energy production and conversion"
Oarb_225676_c0_g1	""
Oarb_2284_c0_g1	"Cytoskeleton"
Oarb_23602_c0_g1	""
Oarb_238432_c0_g1	"Translation, ribosomal structure and biogenesis"
Oarb_238960_c0_g1	"Replication, recombination and repair"
Oarb_239988_c0_g1	"Signal transduction mechanisms"
Oarb_241339_c0_g1	"Replication, recombination and repair"
Oarb_245257_c0_g1	"Transcription"
Oarb_246901_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_248954_c0_g1	"Replication, recombination and repair"
Oarb_251934_c0_g1	"Coenzyme transport and metabolism"
Oarb_263895_c0_g1	"Chromatin structure and dynamics"
Oarb_270757_c0_g1	"RNA processing and modification"
Oarb_271049_c0_g1	""
Oarb_272951_c0_g1	"Signal transduction mechanisms"
Oarb_273265_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_275429_c0_g1	"Translation, ribosomal structure and biogenesis"
Oarb_278792_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_279443_c0_g1	"Transcription"
Oarb_279519_c0_g1	""
Oarb_287676_c0_g1	""
Oarb_292106_c0_g1	"Transcription"
Oarb_30843_c0_g1	"Posttranslational modification, protein turnover, chaperones"
