seq	term
11816	NVE21182	RNA processing and modification
11817	NVE21183	RNA processing and modification
11818	NVE21185	
11819	NVE21188	RNA processing and modification
11820	NVE21189	RNA processing and modification
11821	NVE21190	Cytoskeleton
11822	NVE21199	
11823	NVE21200	Posttranslational modification, protein turnover, chaperones
11824	NVE21201	Lipid transport and metabolism
11825	NVE21201	Secondary metabolites biosynthesis, transport and catabolism
11826	NVE21203	Cell cycle control, cell division, chromosome partitioning
11827	NVE21204	Transcription
11828	NVE21209	
11829	NVE21210	Replication, recombination and repair
11830	NVE21213	RNA processing and modification
11831	NVE21214	RNA processing and modification
11832	NVE21216	Energy production and conversion
11833	NVE21218	Secondary metabolites biosynthesis, transport and catabolism
11834	NVE21220	Translation, ribosomal structure and biogenesis
11835	NVE21221	Intracellular trafficking, secretion, and vesicular transport
11836	NVE21222	Intracellular trafficking, secretion, and vesicular transport
11837	NVE21223	Intracellular trafficking, secretion, and vesicular transport
11838	NVE21225	Translation, ribosomal structure and biogenesis
11839	NVE21226	Inorganic ion transport and metabolism
11840	NVE21227	Secondary metabolites biosynthesis, transport and catabolism
11841	NVE21228	Secondary metabolites biosynthesis, transport and catabolism
11842	NVE21229	Energy production and conversion
11843	NVE21229	Coenzyme transport and metabolism
11844	NVE21231	Transcription
11845	NVE21232	Signal transduction mechanisms
11846	NVE21233	Coenzyme transport and metabolism
11847	NVE21236	Replication, recombination and repair
11848	NVE21237	Lipid transport and metabolism
11849	NVE21238	Signal transduction mechanisms
11850	NVE21240	
11851	NVE21241	Intracellular trafficking, secretion, and vesicular transport
11852	NVE21242	Intracellular trafficking, secretion, and vesicular transport
11853	NVE21246	Transcription
11854	NVE21247	Transcription
11855	NVE21256	Cytoskeleton
11856	NVE21257	Signal transduction mechanisms
11857	NVE21259	Signal transduction mechanisms
11858	NVE21260	Signal transduction mechanisms
11859	NVE21263	Energy production and conversion
11860	NVE21264	Intracellular trafficking, secretion, and vesicular transport
11861	NVE21265	Posttranslational modification, protein turnover, chaperones
11862	NVE21266	Intracellular trafficking, secretion, and vesicular transport
11863	NVE21267	Posttranslational modification, protein turnover, chaperones
11864	NVE21269	Translation, ribosomal structure and biogenesis
11865	NVE21270	Intracellular trafficking, secretion, and vesicular transport
11866	NVE21271	Nucleotide transport and metabolism
11867	NVE21273	Posttranslational modification, protein turnover, chaperones
11868	NVE21274	Intracellular trafficking, secretion, and vesicular transport
11869	NVE21275	Signal transduction mechanisms
11870	NVE21276	Signal transduction mechanisms
11871	NVE21277	Signal transduction mechanisms
11872	NVE21278	Transcription
11873	NVE21280	Transcription
11874	NVE21282	Transcription
11875	NVE21283	Posttranslational modification, protein turnover, chaperones
11876	NVE21284	Lipid transport and metabolism
11877	NVE21286	Cytoskeleton
11878	NVE21287	Transcription
11879	NVE21290	Intracellular trafficking, secretion, and vesicular transport
11880	NVE21291	Transcription
11881	NVE21292	Transcription
11882	NVE21294	Posttranslational modification, protein turnover, chaperones
11883	NVE21295	
11884	NVE21296	
11885	NVE21297	Signal transduction mechanisms
11886	NVE21298	Signal transduction mechanisms
11887	NVE21299	Defense mechanisms
11888	NVE21302	Translation, ribosomal structure and biogenesis
11889	NVE21303	Signal transduction mechanisms
11890	NVE21305	Transcription
11891	NVE21305	Replication, recombination and repair
11892	NVE21305	Signal transduction mechanisms
11893	NVE21311	Secondary metabolites biosynthesis, transport and catabolism
11894	NVE21312	Inorganic ion transport and metabolism
11895	NVE21313	Inorganic ion transport and metabolism
11896	NVE21314	Signal transduction mechanisms
11897	NVE21315	Carbohydrate transport and metabolism
11898	NVE21316	Cytoskeleton
11899	NVE21319	Translation, ribosomal structure and biogenesis
11900	NVE21320	
11901	NVE21321	Signal transduction mechanisms
11902	NVE21324	Replication, recombination and repair
11903	NVE21328	Translation, ribosomal structure and biogenesis
11904	NVE21330	Carbohydrate transport and metabolism
11905	NVE21333	
11906	NVE21336	Replication, recombination and repair
11907	NVE21337	Inorganic ion transport and metabolism
11908	NVE21340	Translation, ribosomal structure and biogenesis
11909	NVE21341	
11910	NVE21342	Amino acid transport and metabolism
11911	NVE21346	
11912	NVE21347	Chromatin structure and dynamics
11913	NVE21348	Chromatin structure and dynamics
11914	NVE21349	Chromatin structure and dynamics
11915	NVE21350	Chromatin structure and dynamics
11916	NVE21352	Chromatin structure and dynamics
11917	NVE21353	Chromatin structure and dynamics
11918	NVE21354	Chromatin structure and dynamics
11919	NVE21355	Chromatin structure and dynamics
11920	NVE21356	Chromatin structure and dynamics
11921	NVE21360	Translation, ribosomal structure and biogenesis
11922	NVE21361	Cell cycle control, cell division, chromosome partitioning
11923	NVE21361	Signal transduction mechanisms
11924	NVE21362	Transcription
11925	NVE21364	RNA processing and modification
11926	NVE21368	Transcription
11927	NVE21369	Translation, ribosomal structure and biogenesis
11928	NVE21371	Posttranslational modification, protein turnover, chaperones
11929	NVE21374	Posttranslational modification, protein turnover, chaperones
11930	NVE21376	Signal transduction mechanisms
11931	NVE21376	Intracellular trafficking, secretion, and vesicular transport
11932	NVE21376	Cytoskeleton
11933	NVE21377	Lipid transport and metabolism
11934	NVE21378	Lipid transport and metabolism
11935	NVE21379	Lipid transport and metabolism
11936	NVE21379	Secondary metabolites biosynthesis, transport and catabolism
11937	NVE21382	Posttranslational modification, protein turnover, chaperones
11938	NVE21383	
11939	NVE21384	
11940	NVE21385	Nucleotide transport and metabolism
11941	NVE21386	
11942	NVE21387	Nucleotide transport and metabolism
11943	NVE21388	Nucleotide transport and metabolism
11944	NVE21389	Nucleotide transport and metabolism
11945	NVE21390	Nucleotide transport and metabolism
11946	NVE21393	Extracellular structures
11947	NVE21395	Transcription
11948	NVE21397	Translation, ribosomal structure and biogenesis
11949	NVE21403	Inorganic ion transport and metabolism
11950	NVE21404	Inorganic ion transport and metabolism
11951	NVE21408	Inorganic ion transport and metabolism
11952	NVE21409	Transcription
11953	NVE21410	Replication, recombination and repair
11954	NVE21413	Signal transduction mechanisms
11955	NVE21414	Amino acid transport and metabolism
11956	NVE21414	Posttranslational modification, protein turnover, chaperones
11957	NVE21416	Amino acid transport and metabolism
11958	NVE21416	Posttranslational modification, protein turnover, chaperones
11959	NVE21417	Secondary metabolites biosynthesis, transport and catabolism
11960	NVE21421	
11961	NVE21422	
11962	NVE21424	Posttranslational modification, protein turnover, chaperones
11963	NVE21425	Inorganic ion transport and metabolism
11964	NVE21427	
11965	NVE21428	Posttranslational modification, protein turnover, chaperones
11966	NVE21429	Cytoskeleton
11967	NVE21430	
11968	NVE21431	
11969	NVE21432	Energy production and conversion
11970	NVE21434	Transcription
11971	NVE21437	RNA processing and modification
11972	NVE21438	Signal transduction mechanisms
11973	NVE21440	Intracellular trafficking, secretion, and vesicular transport
11974	NVE21441	Intracellular trafficking, secretion, and vesicular transport
11975	NVE21442	Intracellular trafficking, secretion, and vesicular transport
11976	NVE21444	Transcription
11977	NVE21445	Transcription
11978	NVE21446	Transcription
11979	NVE21447	
11980	NVE21450	RNA processing and modification
11981	NVE21451	Coenzyme transport and metabolism
11982	NVE21452	Carbohydrate transport and metabolism
11983	NVE21453	Replication, recombination and repair
11984	NVE21454	Replication, recombination and repair
11985	NVE21455	Translation, ribosomal structure and biogenesis
11986	NVE21456	Translation, ribosomal structure and biogenesis
11987	NVE21458	Secondary metabolites biosynthesis, transport and catabolism
11988	NVE21459	Translation, ribosomal structure and biogenesis
11989	NVE21460	Posttranslational modification, protein turnover, chaperones
11990	NVE21462	Intracellular trafficking, secretion, and vesicular transport
11991	NVE21463	Intracellular trafficking, secretion, and vesicular transport
11992	NVE21464	Amino acid transport and metabolism
11993	NVE21465	Chromatin structure and dynamics
11994	NVE21466	Chromatin structure and dynamics
11995	NVE21467	Cytoskeleton
11996	NVE21468	RNA processing and modification
11997	NVE21470	Signal transduction mechanisms
11998	NVE21471	Inorganic ion transport and metabolism
11999	NVE21472	Inorganic ion transport and metabolism
12000	NVE21472	Signal transduction mechanisms
12001	NVE21473	Amino acid transport and metabolism
12002	NVE21474	Translation, ribosomal structure and biogenesis
12003	NVE21482	Secondary metabolites biosynthesis, transport and catabolism
12004	NVE21488	Transcription
12005	NVE21498	Intracellular trafficking, secretion, and vesicular transport
12006	NVE21499	Secondary metabolites biosynthesis, transport and catabolism
12007	NVE21500	Inorganic ion transport and metabolism
12008	NVE21501	Signal transduction mechanisms
12009	NVE21503	Signal transduction mechanisms
12010	NVE21506	Posttranslational modification, protein turnover, chaperones
12011	NVE21507	Translation, ribosomal structure and biogenesis
12012	NVE21509	Signal transduction mechanisms
12013	NVE21510	Cell wall/membrane/envelope biogenesis
12014	NVE21511	Replication, recombination and repair
12015	NVE21512	Replication, recombination and repair
12016	NVE21513	Nucleotide transport and metabolism
12017	NVE21514	Chromatin structure and dynamics
12018	NVE21515	Transcription
12019	NVE21517	Energy production and conversion
12020	NVE21520	Nucleotide transport and metabolism
12021	NVE21521	Transcription
12022	NVE21523	Intracellular trafficking, secretion, and vesicular transport
12023	NVE21524	Signal transduction mechanisms
12024	NVE21525	Cytoskeleton
12025	NVE21526	Cytoskeleton
12026	NVE21527	Cell cycle control, cell division, chromosome partitioning
12027	NVE21530	Energy production and conversion
12028	NVE21531	
12029	NVE21532	Coenzyme transport and metabolism
12030	NVE21536	Secondary metabolites biosynthesis, transport and catabolism
12031	NVE21538	Inorganic ion transport and metabolism
12032	NVE21538	Signal transduction mechanisms
12033	NVE21539	Translation, ribosomal structure and biogenesis
12034	NVE21541	RNA processing and modification
12035	NVE21542	Signal transduction mechanisms
12036	NVE21543	
12037	NVE21545	Chromatin structure and dynamics
12038	NVE21546	Intracellular trafficking, secretion, and vesicular transport
12039	NVE21547	Intracellular trafficking, secretion, and vesicular transport
12040	NVE21548	Intracellular trafficking, secretion, and vesicular transport
12041	NVE21549	Inorganic ion transport and metabolism
12042	NVE21550	Inorganic ion transport and metabolism
12043	NVE21555	Defense mechanisms
12044	NVE21556	Cytoskeleton
12045	NVE21557	Cytoskeleton
12046	NVE21558	
12047	NVE21560	Intracellular trafficking, secretion, and vesicular transport
12048	NVE21564	Intracellular trafficking, secretion, and vesicular transport
12049	NVE21565	Nucleotide transport and metabolism
12050	NVE21566	Posttranslational modification, protein turnover, chaperones
12051	NVE21568	Nucleotide transport and metabolism
12052	NVE21570	Carbohydrate transport and metabolism
12053	NVE21570	Cell wall/membrane/envelope biogenesis
12054	NVE21571	Energy production and conversion
12055	NVE21572	Nucleotide transport and metabolism
12056	NVE21575	Posttranslational modification, protein turnover, chaperones
12057	NVE21577	Posttranslational modification, protein turnover, chaperones
12058	NVE21578	Translation, ribosomal structure and biogenesis
12059	NVE21579	RNA processing and modification
12060	NVE21581	Secondary metabolites biosynthesis, transport and catabolism
12061	NVE21582	Energy production and conversion
12062	NVE21584	Signal transduction mechanisms
12063	NVE21585	Secondary metabolites biosynthesis, transport and catabolism
12064	NVE21586	Posttranslational modification, protein turnover, chaperones
